,0.98,0.99,0.999,0.9999
NZ_CP039599.fa,0,4,6,177
NZ_CP025554.fa,0,4,4,106
NZ_CP025450.fa,0,23,36,186
NC_022991.fa,0,23,36,186
NZ_CP030225.fa,0,65,151,287
NZ_CP009559.fa,0,43,72,204
NZ_LT904886.fa,0,0,0,1
NZ_CP029925.fa,0,0,0,1
NZ_CP029872.fa,0,0,0,1
NZ_CP033226.fa,0,4,6,33
NZ_CP029870.fa,0,0,0,0
NZ_CP011428.fa,0,4,6,329
NZ_CP034723.fa,0,28,42,146
NZ_LN868943.fa,0,8,12,25
NZ_CP025454.fa,0,23,36,186
NZ_CP022034.fa,0,7,64,99
NC_016832.fa,0,0,0,1
NZ_CP032396.fa,0,4,19,30
NZ_LT904872.fa,0,0,0,242
NZ_CP014051.fa,0,4,6,79
NZ_CP007804.fa,0,4,6,17
NZ_CP029873.fa,0,0,0,1
NZ_CP018647.fa,0,4,4,37
NZ_CP018644.fa,0,4,4,6
NZ_CP025094.fa,0,24,38,59
NZ_CP029886.fa,0,0,0,1
NZ_CP022450.fa,0,52,104,311
NZ_CP046429.fa,0,0,0,1
NZ_CP019035.fa,0,4,45,76
NZ_CP019176.fa,0,4,8,12
NZ_CP040686.fa,0,4,6,33
NC_016856.fa,0,4,6,17
NZ_CP025276.fa,0,7,27,43
NZ_CP030231.fa,0,26,40,68
NZ_CP038593.fa,0,8,12,25
NZ_CP023166.fa,0,4,88,171
NZ_CP039569.fa,0,4,6,33
NZ_CP034233.fa,0,33,66,253
NZ_CP032814.fa,0,19,26,132
NZ_CP041181.fa,0,52,104,311
NZ_CP022116.fa,0,76,179,362
NZ_CP038849.fa,0,4,6,33
NZ_CP039716.fa,0,4,6,44
NZ_CP044967.fa,0,4,6,44
NZ_CP029839.fa,0,4,6,114
NZ_CP025448.fa,0,23,36,186
NZ_CP017728.fa,0,4,6,327
NZ_CP016412.fa,0,37,58,91
NZ_CP029923.fa,0,0,0,1
NZ_CP030185.fa,0,71,163,366
NZ_CP007285.fa,0,4,4,9
NZ_CP025241.fa,0,4,10,14
NZ_CP018655.fa,0,4,4,37
NZ_CP038233.fa,0,7,15,169
NZ_CP029567.fa,0,4,6,33
NZ_CP007222.fa,0,7,11,15
NZ_LS483479.fa,0,37,87,148
NZ_CP029595.fa,0,4,6,26
NZ_CP043399.fa,0,4,6,17
NZ_CP019189.fa,0,7,147,273
NZ_CP014965.fa,0,4,6,249
NZ_LR134142.fa,0,51,101,168
NZ_CP016521.fa,0,4,8,12
NC_011274.fa,0,4,45,275
NC_011083.fa,0,4,8,12
NZ_CP023975.fa,0,0,0,321
NZ_CP016581.fa,0,4,8,12
NZ_CP010279.fa,0,4,10,14
NZ_CP019178.fa,0,7,106,178
NZ_CP019181.fa,0,53,105,176
NC_016857.fa,0,4,6,72
NZ_CP019409.fa,0,59,127,227
NZ_CP039487.fa,0,17,24,39
NC_006511.fa,0,43,72,113
NZ_CP041011.fa,1,1,37,58
NC_010067.fa,1,1,1,3
NZ_CP022504.fa,1,1,22,36
NZ_LR133910.fa,1,1,164,320
NZ_CP006693.fa,1,1,174,350
NZ_LR134150.fa,1,1,170,336
NZ_CP029991.fa,1,1,103,173
NZ_LS483474.fa,2,3,3,5
NZ_CP029989.fa,2,3,70,111
NZ_LR134156.fa,2,3,149,279
NZ_CP022142.fa,2,3,130,232
NZ_CP011292.fa,2,3,115,198
NZ_CP023345.fa,2,3,115,234
NZ_CP011288.fa,2,3,115,198
NZ_CP034074.fa,2,3,153,289
NZ_CP030180.fa,2,3,154,291
NZ_CP030219.fa,2,3,184,381
NZ_CP011289.fa,2,3,115,198
NZ_CP022135.fa,2,3,116,200
NZ_CP030194.fa,3,6,146,272
NZ_LR134159.fa,3,6,7,11
NZ_CP030238.fa,3,6,79,128
NZ_LS483478.fa,3,6,86,144
NZ_LR134141.fa,4,49,93,156
NZ_LS483475.fa,4,29,165,323
NZ_LS483495.fa,4,13,144,269
NZ_LR134154.fa,4,29,43,74
NZ_LS483456.fa,4,13,186,383
NZ_CP022467.fa,4,11,16,24
NZ_CP029992.fa,4,13,18,29
NZ_CP034702.fa,4,39,63,276
NZ_CP029995.fa,4,13,187,386
NZ_CP034717.fa,4,39,63,98
NZ_CP034697.fa,4,39,63,98
NZ_LS483477.fa,4,13,168,333
NZ_CP022139.fa,5,21,33,53
NZ_LS483428.fa,6,62,137,254
